msc_code,model_tisco,submodel_name_tisco,model,submodel,submodel_name,model_year
UL6MRAB_1,MAZDA BT-50 PRO (MY2016),STD 2.2 S_Solid,BT-50 PRO,2.2,STANDARD CAB S,2016
UL6MRAB,MAZDA BT-50 PRO (MY2016),STD 2.2 S,BT-50 PRO,2.2,STANDARD CAB S,2016
UL6JRAC_1,MAZDA BT-50 PRO (MY2016),FSC 2.2 S_Solid,BT-50 PRO,2.2,FREE STYLE CAB S,2016
UL6JRAC,MAZDA BT-50 PRO (MY2016),FSC 2.2 S,BT-50 PRO,2.2,FREE STYLE CAB S,2016
UL6JRAD_1,MAZDA BT-50 PRO (MY2016),FSC 2.2 V_Solid,BT-50 PRO,2.2,FREE STYLE CAB V,2016
UL6JRAD,MAZDA BT-50 PRO (MY2016),FSC 2.2 V,BT-50 PRO,2.2,FREE STYLE CAB V,2016
UL6HRAG_1,MAZDA BT-50 PRO (MY2016),FSC 2.2 Hi-Racer_Solid,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,2016
UL6HRAG,MAZDA BT-50 PRO (MY2016),FSC 2.2 Hi-Racer,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,2016
UL6HRAF_1,MAZDA BT-50 PRO (MY2016),FSC 2.2 Hi-Racer ABS_Solid,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer ABS,2016
UL6HRAF,MAZDA BT-50 PRO (MY2016),FSC 2.2 Hi-Racer ABS,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer ABS,2016
UL6HRAF_2,MAZDA BT-50 PRO (MY2016),FSC 2.2 Hi-Racer ABS - ขาวมุก,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer ABS,2016
UL6BRAD_1,MAZDA BT-50 PRO (MY2016),DBL 2.2 V ABS_Solid,BT-50 PRO,2.2,DOUBLE CAB V ABS,2016
UL6BRAD,MAZDA BT-50 PRO (MY2016),DBL 2.2 V ABS,BT-50 PRO,2.2,DOUBLE CAB V ABS,2016
UL6ARAB,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,2016
UL6ARAB_1,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer_Solid,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,2016
UL6ARAG_1,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS DVD NAVI_Solid,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS NAVI,2016
UL6ARAG,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS DVD NAVI,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS NAVI,2016
UL6ARAG_2,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS DVD NAVI - ขาวมุก,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS NAVI,2016
UL5VRAD_1,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS AT_Solid,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS AT,2016
UL5VRAD,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS AT,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS AT,2016
UL5VRAD_2,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS AT - ขาวมุก,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS AT,2016
UL5VRAN_1,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS/Leather AT/DVD NAVI_Solid,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS AT NAVI,2016
UL5VRAN,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS/Leather AT/DVD NAVI,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS AT NAVI,2016
UL5VRAN_2,MAZDA BT-50 PRO (MY2016),DBL 2.2 Hi-Racer ABS/Leather AT/DVD NAVI - ขาวมุก,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer ABS AT NAVI,2016
UL6ERAC_1,MAZDA BT-50 PRO (MY2016),DBL 4x4 3.2 R ABS/DSC/LH/DVD NAVI_Solid,BT-50 PRO,3.2,DOUBLE CAB R 4WD NAVI,2016
UL6ERAC,MAZDA BT-50 PRO (MY2016),DBL 4x4 3.2 R ABS/DSC/LH/DVD NAVI,BT-50 PRO,3.2,DOUBLE CAB R 4WD NAVI,2016
UL6ERAC_2,MAZDA BT-50 PRO (MY2016),DBL 4x4 3.2 R ABS/DSC/LH/DVD NAVI - ขาวมุก,BT-50 PRO,3.2,DOUBLE CAB R 4WD NAVI,2016
UL6DRAE_1,MAZDA BT-50 PRO (MY2016),DBL 4x4 3.2 R DSC/LH AT/DVD NAVI_Solid,BT-50 PRO,3.2,DOUBLE CAB R 4WD AT NAVI,2016
UL6DRAE,MAZDA BT-50 PRO (MY2016),DBL 4x4 3.2 R DSC/LH AT/DVD NAVI,BT-50 PRO,3.2,DOUBLE CAB R 4WD AT NAVI,2016
UL6DRAE_2,MAZDA BT-50 PRO (MY2016),DBL 4x4 3.2 R DSC/LH AT/DVD NAVI - ขาวมุก,BT-50 PRO,3.2,DOUBLE CAB R 4WD AT NAVI,2016
UL6HI01,"MAZDA BT-50 PRO ""THUNDER"" (MY2018)",FSC 2.2 Hi-Racer (THUNDER)_สี Metalic,BT-50 PRO,2.2,FREE STYLE CAB THUNDER Hi-Racer,2018
UL6HI01_1,"MAZDA BT-50 PRO ""THUNDER"" (MY2018)",FSC 2.2 Hi-Racer (THUNDER)_สีขาว Cool White,BT-50 PRO,2.2,FREE STYLE CAB THUNDER Hi-Racer,2018
UL6AI01,"MAZDA BT-50 PRO ""THUNDER"" (MY2018)",DBL 2.2 Hi-Racer (THUNDER)_สี Metalic,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,2018
UL6AI01_1,"MAZDA BT-50 PRO ""THUNDER"" (MY2018)",DBL 2.2 Hi-Racer (THUNDER)_สีขาว Cool White,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer,2018
UL5VI01,"MAZDA BT-50 PRO ""THUNDER"" (MY2018)",DBL 2.2 Hi-Racer ABS/Leather AT DVD Navi (THUNDER)_สี Metalic,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer ABS AT NAVI,2018
UL5VI01_2,"MAZDA BT-50 PRO ""THUNDER"" (MY2018)",DBL 2.2 Hi-Racer ABS/Leather AT DVD Navi (THUNDER)_สีขาวมุก Snowflake,BT-50 PRO,2.2,DOUBLE CAB THUNDER Hi-Racer ABS AT NAVI,2018
BBJSRAB,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E Sports,3,2.0,E Sports,2018
BBJSRAB_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E Sports - White Pearl,3,2.0,E Sports,2018
BBJSRAB_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E Sports - Machine Grey,3,2.0,E Sports,2018
BBJSRAB_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E Sports - Soul Red Crystal,3,2.0,E Sports,2018
BBJTRAF,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C Sports,3,2.0,C Sports,2018
BBJTRAF_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C Sports - White Pearl,3,2.0,C Sports,2018
BBJTRAF_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C Sports - Machine Grey,3,2.0,C Sports,2018
BBJTRAF_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C Sports - Soul Red Crystal,3,2.0,C Sports,2018
BBJTRAH,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S Sports,3,2.0,S Sports,2018
BBJTRAH_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S Sports - White Pearl,3,2.0,S Sports,2018
BBJTRAH_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S Sports - Machine Grey,3,2.0,S Sports,2018
BBJTRAH_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S Sports - Soul Red Crystal,3,2.0,S Sports,2018
BBJTRAK,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP Sports,3,2.0,SP Sports,2018
BBJTRAK_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP Sports - White Pearl,3,2.0,SP Sports,2018
BBJTRAK_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP Sports - Machine Grey,3,2.0,SP Sports,2018
BBJTRAK_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP Sports - Soul Red Crystal,3,2.0,SP Sports,2018
BBJPRAB,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E,3,2.0,E,2018
BBJPRAB_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E - White Pearl,3,2.0,E,2018
BBJPRAB_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E - Machine Grey,3,2.0,E,2018
BBJPRAB_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 E - Soul Red Crystal,3,2.0,E,2018
BBJRRAF,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C,3,2.0,C,2018
BBJRRAF_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C  - White Pearl,3,2.0,C,2018
BBJRRAF_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C  - Machine Grey,3,2.0,C,2018
BBJRRAF_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 C  - Soul Red Crystal,3,2.0,C,2018
BBJRRAH,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S,3,2.0,S,2018
BBJRRAH_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S  - White Pearl,3,2.0,S,2018
BBJRRAH_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S  - Machine Grey,3,2.0,S,2018
BBJRRAH_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 S  - Soul Red Crystal,3,2.0,S,2018
BBJRRAK,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP,3,2.0,SP,2018
BBJRRAK_1,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP - White Pearl,3,2.0,SP,2018
BBJRRAK_2,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP - Machine Grey,3,2.0,SP,2018
BBJRRAK_3,MAZDA3 SKYACTIV (MY2018),Mazda3 2.0 SP - Soul Red Crystal,3,2.0,SP,2018
BDERRAE,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C,3,2.0,C,2020
BDERRAE_1,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C - White Pearl,3,2.0,C,2020
BDERRAE_2,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C - Machine Grey,3,2.0,C,2020
BDERRAE_3,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C - Soul Red Crystal,3,2.0,C,2020
BDERRAF,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S,3,2.0,S,2020
BDERRAF_1,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S - White Pearl,3,2.0,S,2020
BDERRAF_2,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S - Machine Grey,3,2.0,S,2020
BDERRAF_3,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S - Soul Red Crystal,3,2.0,S,2020
BDERRAC,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP,3,2.0,SP,2020
BDERRAC_1,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP - White Pearl,3,2.0,SP,2020
BDERRAC_2,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP - Machine Grey,3,2.0,SP,2020
BDERRAC_3,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP - Soul Red Crystal,3,2.0,SP,2020
BDETRAD,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C Sports,3,2.0,C Sports,2020
BDETRAD_1,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C Sports - White Pearl,3,2.0,C Sports,2020
BDETRAD_2,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C Sports - Machine Grey,3,2.0,C Sports,2020
BDETRAD_3,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 C Sports - Soul Red Crystal,3,2.0,C Sports,2020
BDETRAE,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S Sports,3,2.0,S Sports,2020
BDETRAE_1,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S Sports - White Pearl,3,2.0,S Sports,2020
BDETRAE_2,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S Sports - Machine Grey,3,2.0,S Sports,2020
BDETRAE_3,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 S Sports - Soul Red Crystal,3,2.0,S Sports,2020
BDETRAA,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP Sports,3,2.0,SP Sports,2020
BDETRAA_1,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP Sports - White Pearl,3,2.0,SP Sports,2020
BDETRAA_2,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP Sports - Machine Grey,3,2.0,SP Sports,2020
BDETRAA_3,MAZDA3 (MY2020),ALL-New MAZDA 3 2.0 SP Sports - Soul Red Crystal,3,2.0,SP Sports,2020
DM7SRAB,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 E,CX-3,2.0,E,2018
DM7SRAB_1,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 E - Snowflake White Pearl,CX-3,2.0,E,2018
DM7SRAB_2,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 E - Machine Grey,CX-3,2.0,E,2018
DM7SRAB_3,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 E - Soul Red Crystal,CX-3,2.0,E,2018
DM7SRAA,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 C,CX-3,2.0,C,2018
DM7SRAA_1,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 C - Snowflake White Pearl,CX-3,2.0,C,2018
DM7SRAA_2,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 C - Machine Grey,CX-3,2.0,C,2018
DM7SRAA_3,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 C - Soul Red Crystal,CX-3,2.0,C,2018
DM7SRAC,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 S,CX-3,2.0,S,2018
DM7SRAC_1,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 S - Snowflake White Pearl,CX-3,2.0,S,2018
DM7SRAC_2,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 S - Machine Grey,CX-3,2.0,S,2018
DM7SRAC_3,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 S - Soul Red Crystal,CX-3,2.0,S,2018
DN2TRAA,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 SP,CX-3,2.0,SP,2018
DN2TRAA_1,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 SP - Snowflake White Pearl,CX-3,2.0,SP,2018
DN2TRAA_2,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 SP - Machine Grey,CX-3,2.0,SP,2018
DN2TRAA_3,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 2.0 SP - Soul Red Crystal,CX-3,2.0,SP,2018
DN2VRAA,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 1.5 XDL,CX-3,1.5,XDL,2018
DN2VRAA_1,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 1.5 XDL - Snowflake White Pearl,CX-3,1.5,XDL,2018
DN2VRAA_2,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 1.5 XDL - Machine Grey,CX-3,1.5,XDL,2018
DN2VRAA_3,MAZDA CX-3 SKYACTIV  (MY2018),NEW MAZDA CX-3 1.5 XDL - Soul Red Crystal,CX-3,1.5,XDL,2018
DN2TRAB_1,MAZDA CX-3 EXCLUSIVE MODS (MY2019),MAZDA CX-3 2.0 SP EXCLUSIVE MODS - White Pearl,CX-3,2.0,SP EXCLUSIVE MODS,2019
DN2TRAB_2,MAZDA CX-3 EXCLUSIVE MODS (MY2019),MAZDA CX-3 2.0 SP EXCLUSIVE MODS - Machine Grey,CX-3,2.0,SP EXCLUSIVE MODS,2019
DN2TRAB_3,MAZDA CX-3 EXCLUSIVE MODS (MY2019),MAZDA CX-3 2.0 SP EXCLUSIVE MODS - Soul Red Crystal,CX-3,2.0,SP EXCLUSIVE MODS,2019
ZP09RAA,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 C,CX-5,2.0,C,2018
ZP09RAA_1,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 C - White Pearl,CX-5,2.0,C,2018
ZP09RAA_2,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 C - Machine Grey,CX-5,2.0,C,2018
ZP09RAA_3,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 C - Soul Red,CX-5,2.0,C,2018
ZP09RAB,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 S,CX-5,2.0,S,2018
ZP09RAB_1,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 S - White Pearl,CX-5,2.0,S,2018
ZP09RAB_2,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 S - Machine Grey,CX-5,2.0,S,2018
ZP09RAB_3,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 S - Soul Red,CX-5,2.0,S,2018
ZP09RAC,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 SP,CX-5,2.0,SP,2018
ZP09RAC_1,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 SP - White Pearl,CX-5,2.0,SP,2018
ZP09RAC_2,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 SP - Machine Grey,CX-5,2.0,SP,2018
ZP09RAC_3,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.0 SP - Soul Red,CX-5,2.0,SP,2018
ZP11RAA,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XD,CX-5,2.2,XD,2018
ZP11RAA_1,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XD - White Pearl,CX-5,2.2,XD,2018
ZP11RAA_2,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XD - Machine Grey,CX-5,2.2,XD,2018
ZP11RAA_3,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XD - Soul Red,CX-5,2.2,XD,2018
ZP12RAA,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XDL,CX-5,2.2,XDL 4WD,2018
ZP12RAA_1,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XDL - White Pearl,CX-5,2.2,XDL 4WD,2018
ZP12RAA_2,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XDL - Machine Grey,CX-5,2.2,XDL 4WD,2018
ZP12RAA_3,MAZDA CX-5 (MY2018),ALL NEW MAZDA CX-5 2.2 XDL - Soul Red,CX-5,2.2,XDL 4WD,2018
ZP77RAA,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 C,CX-5,2.0,C,2019
ZP77RAA_1,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 C - White Pearl,CX-5,2.0,C,2019
ZP77RAA_2,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 C - Machine Grey,CX-5,2.0,C,2019
ZP77RAA_3,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 C - Soul Red,CX-5,2.0,C,2019
ZP77RAB,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 S,CX-5,2.0,S,2019
ZP77RAB_1,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 S - White Pearl,CX-5,2.0,S,2019
ZP77RAB_2,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 S - Machine Grey,CX-5,2.0,S,2019
ZP77RAB_3,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 S - Soul Red,CX-5,2.0,S,2019
ZP78RAA,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 SP,CX-5,2.0,SP,2019
ZP78RAA_1,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 SP - White Pearl,CX-5,2.0,SP,2019
ZP78RAA_2,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 SP - Machine Grey,CX-5,2.0,SP,2019
ZP78RAA_3,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.0 SP - Soul Red,CX-5,2.0,SP,2019
ZP81RAA,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XD,CX-5,2.2,XD,2019
ZP81RAA_1,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XD - White Pearl,CX-5,2.2,XD,2019
ZP81RAA_2,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XD - Machine Grey,CX-5,2.2,XD,2019
ZP81RAA_3,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XD - Soul Red,CX-5,2.2,XD,2019
ZP82RAA,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XDL,CX-5,2.2,XDL 4WD,2019
ZP82RAA_1,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XDL - White Pearl,CX-5,2.2,XDL 4WD,2019
ZP82RAA_2,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XDL - Machine Grey,CX-5,2.2,XDL 4WD,2019
ZP82RAA_3,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.2 XDL - Soul Red,CX-5,2.2,XDL 4WD,2019
ZP80RAA,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.5 TURBO SP,CX-5,2.5,Turbo SP 4WD,2019
ZP80RAA_1,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.5 TURBO SP - White Pearl,CX-5,2.5,Turbo SP 4WD,2019
ZP80RAA_2,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.5 TURBO SP - Machine Grey,CX-5,2.5,Turbo SP 4WD,2019
ZP80RAA_3,MAZDA CX-5 (MY2019),ALL NEW MAZDA CX-5 2.5 TURBO SP - Soul Red,CX-5,2.5,Turbo SP 4WD,2019
DG9ARAB_3,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports Standard,2,1.3,Sports Standard,2018
DG9ARAB_4,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports Standard - White Pearl,2,1.3,Sports Standard,2018
DG9ARAB_5,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports Standard - Soul Red Crystal,2,1.3,Sports Standard,2018
DG9ARAB_6,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports Standard - Machine Grey,2,1.3,Sports Standard,2018
DG9ARAE,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High,2,1.3,Sports High,2018
DG9ARAE_1,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High - White Pearl,2,1.3,Sports High,2018
DG9ARAE_2,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High - Soul Red Crystal,2,1.3,Sports High,2018
DG9ARAE_3,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High - Machine Grey,2,1.3,Sports High,2018
DG9ARAF,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Connect,2,1.3,Sports High Connect,2018
DG9ARAF_1,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Connect - White Pearl,2,1.3,Sports High Connect,2018
DG9ARAF_2,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Connect - Soul Red Crystal,2,1.3,Sports High Connect,2018
DG9ARAF_3,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Connect - Machine Grey,2,1.3,Sports High Connect,2018
DG9ARAG,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Plus,2,1.3,Sports High Plus,2018
DG9ARAG_1,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Plus - White Pearl,2,1.3,Sports High Plus,2018
DG9ARAG_2,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Plus - Soul Red Crystal,2,1.3,Sports High Plus,2018
DG9ARAG_3,MAZDA2  (MY2018) ,MAZDA2 (MY2018) - 1.3 Sports High Plus - Machine Grey,2,1.3,Sports High Plus,2018
